review,rating,sentiment
pengajuan sudah hampir hari tapi status nya masih pertinjauan mulu hubungi customer servis selalu via tlp sangat menguras pulsa coba di tingkatkan,3,neutral
aplikasi sampah password sudah benar kog bilang aktivasi tidak wajar sudah ketik ulang pin dan melakukan langakhnya tp tetap saja mending tarik saja dari pasaran drpd maluin,1,negative
entah bagaimana aplikasi ini kata nya terpercaya ini hanya php dan saya mohon jaga data saya baik baik dan saya tak pernah lakukan pinjaman sekali pun mau tutup akun pin transaksi sudah benar tapi keterangan di aplikasi nya salah mulu anehh gimana mau maju dan dan saya sarankan jangan coba coba pakai aplikasi ini ini hanya untuk mengambil data kita,1,negative
sudah daftar ikutin prosedurnyamalah keterangan rek tidak terbentuk malah di suruh ke dukcapil krn data ga sesuai cuma line bank yg keterangan ga sesuai data jangan jangan yang ga update master line bank nya,1,negative
mohon maaf knp sya gk bisa login ke aplikasi pdhal pasword nyh udh bnr dan jg bru buat rekening kemrin data video call sudah smua stlah itu selesai sya mau login ke apk mau msukin pasword malah gk bisa jwaban nyah aktifitas tidak wajar fitnah bngt ini bru buka apk blom ngapaain gmn sih msa aktifitas tidak wajar aneh bngt tolong lah di bantu pnjlsan nyah knp bisa bgtokalau bnr data sya tidak pailed knp pas vc slmt pmbukaan rekening brhasilanh bngt law bnr gk bsa di gunain hpus dta sy,1,negative
ngadain program kta tapi giliran daftar malah langsung dpt konfirmasi gak di acc lahhhh di tlp aja blm untuk konfirmasi 🤭😬 tiba² abis masukin data langsung dpt notif gak di acc ajee 🤦🏻‍♀️ aplikasi anehhh klo sampe data sy kesebar sy tidak bertanggung jawab atas apapun karna sy tdk pernah meminjam dicairkan dananya 😴,2,negative
heheww walaupun pas awal launching mau verifikasi via video susahnya setengah metong tp pas nyoba besoknya bisa dan cepet bgt gada semenit yaamploopp yang aku suka dari line bank itu apa gratis tf beda bank bayar tagihanbeli pulsa no admin fee sumpah dah ih mo nangiss bgt 😭 dann kartu debitnya lucu bgttt heyy rasanya mo koleksi semuaanya one more bonus cashbacknya udah masuk dongg buka rek tgl dan bonus masuk tgl terima kasiiih yaa line bank by hana bank semoga makin sukses,5,positive
saya mau daftar buat tabungan secara online selalu kendala harus hubungin dukcapil saya sudah complain ke call center dan sudah mengikuti instruksi dan membuat laporan beserta membuat video saat mendaftar masih blm bisa jg saya jg sudah hubungi dukcapil data saya sudah sesuai dan dr pihak line bank tidak ada tindak lanjut dan solusinya klo dengan case seperti ini,1,negative
pengajuan kartu debit baru prosesnya lama hampir bulan gk ada kabar di telpon cuman jawab nunggu informasi lebih lanjut selama hari kerja tanpa menghitung hari sabtu minggu dan libur nasional itu telfon pertama yg kedua telfon lagi disuruh nunggu hari kerja udh gitu masih gk ada kabar disuruh nunggu lagi hari kerja kalo emang gk ada stok dan tidak mampu melayani minimal bilang kasih kabar lagi jangan diem aja,1,negative
cs tidak solutif prosesnya ribet masak saya disuruh konfirmasi ke dukcapil katanya ada data yang beda padahal jelas jelas dari saya baru bikin ktp sampai sekarang belum ada perubahan data di hari yang sama saya juga buka rekening di bank lain dan amanaman saja tidak ada kendala,2,negative
iklan dimana dan limit kredit cuma imingcuma pgn ngambil data biar orang pd daftar masa apk apaan limit kredit disetujui tp giliaran diajukan gagalsumpah nyesel download apk inisayangi data kalian buat yg blm download nih apk lbh baik jgn krena cuma php doangjgn pd download deh krena cuma iklan dan iming doang limit kredit,1,negative
ganti rating yaa setelah tdi saya tulis ulasan krna susah vc verifikasi data dll saya sudah bisa dan nunggu atm dikirim ke rumah aja mungkin bisa hari kerja atau lebih bagi yg bilang susah vc buat verifikasi data coba di ulang berkali jangan cuma sekali langsung keluar aplikasi krna pengalaman saya tdi harus berkali dan emng jari harus cepet krna ya emang kita disitu cepetan buat tlfon pas verifikasi cuma sebentar ko gk smpe menit buat verifikasi datanya langsung jadi dan pilih kartu,5,positive
applikasi berbelit belitkatanya suruh cek limit di applikasipas segala macam data yg di minta sebagai persyaratan udah di kirimeh malah keterangan cek limit tidak tersediaparah,2,negative
saya top up pulsa k tapi belum ke kirim kirim pulsanya padahal tulisannya udah berhasil tolong dong gimana ini udah seharian nunggu dan katanya suruh kirim email tapi belum di konfirmasi² pulsa nya gimana dongg,3,neutral
saya mengalami kesulitan saat login dengan fingerprint akhir akhir ini padahal mobile banking account bank yang lain bisa dengan mudah apakah ada pembaruan sistem atau bagimana sehingga menyebabkan pembacaan fingerprint terlalu lama,3,neutral
mantap xline bank👍untuk penerbitan kartu fisikuntuk kabupatentolong bisa di jangkau untuk pengiriman nyajadi gk mesti ke medan sudirman lagisukses selalu line bankbay hanaberjaya selaludan tambah lagi menu pembayaran nya😍🥰,5,positive
aku sih suka sama linebank tapi cs nya kurang serius kalo menangani masalah nasabah di telpon malah dimatikan masalah belum kelar merugikan nasabah tapi gpp asal selanjutnya gak terjadi lagi kesalahan yg serupa,3,neutral
kok pinjaman kta gak bisa di pakai buat apa di tunjukan ada kta dan pinjaman cepat buangbuang memory mb aja padahal udah sering transaksi dengan menggunakan aplikasi ini sangat mengecewakan costumer untuk penggunaan line bank ini,1,negative
halo utk proses pembuatannya sangatlah cepat tp sangat disayangkan kartu debit saya belum sampai jg kerumah sudah konfirmasi jg ke cs keterangan di aplikasi sedang diantar kartu debitnya tp tdk sampai jg ada kendala apakah di kurirnya,3,neutral
min kartuku udah nyampek lumayan lama aku kira gabakal dateng eh ternyata setelah beberapa bulan bisa datang juga tapi kok tidak bisa diaktivasi ya min kartunya mohon bantuannya min terima kasih ntar bintang klau masalahnya udah selesai,3,neutral
lah kok stlh di top up saldo ko ga bisa di akses lagi aplkasinya katanya jaringan sedangkan aplikasi lain sy lancar kok ga ada kemdala jaringan wah parah nih brusan jdi nsbh hari udah kyk gni huft,1,negative
setelah verifikasi vc sama cs katanya rek sdh bisa digunakan malah skrg gak bisa login minta verifikasi ktp ulang begitu masukan pin sign out otomatis kan aneh buang kuota aplikasinya blm sanggup bersaing sama apk bank lain,1,negative
saya kirim uang ga masuk padahal sudah ada riwayat berhasil kecewa selalu ada notip periksa koneksi pada hal jaringan saya bagus buka bang yg lain pun lancar tolong itu uang gimana kabar nya ga masuk,1,negative
proses penanganannya kurang cepatsaya gabisa login aplikasi karena kendala teknis sementara terus dan kartu debit belum ada juga sudah call hana tapi di suruh tunggu hari kerja setelah hari kerja tlpon lagi masih suruh tunggu hari kerja dan sekarang sudah hari dari kendala awal belum ada jawaban juga saya perlu ambil uang yg ada d rekening jd gabisa tarik tunai kartu haada login gabisa juga sampai hari ini,1,negative
mau buka rekening susah amat kemarin unduh aplikasi sdh isi data dn macem giliran verifikasi ini yg susah semalem jm layanan penuh coba lagi jm layanan penuh lagi ya mungkin hr minggu jd libur tadi jam siang coba lagi masih penuh oh mungkin lg makan siang dn barusan jam siang coba lagi dan masih penuh heran deh trus gmna liat orang bisa cepet menit jadipny sy kenapa harus ke cabang gitulah ngapakeunggulan buka rekening bisa lwt app masa suruh ke cabang hapus aj deh,1,negative
halo line banksaya kan udah ajuin kartu debitkebetulan emang sudah sampai dirumah seminggu lalu kartunyatapi di aplikasi kok masih percetakan jadinya saya gak bisa aktifkan kartunyagimana ya padahal lagi butuh banget,3,neutral
komplain minta pengembalian dana setelah gagal transaksi transfer ke bank lain udh hari masih blm ada dana masuk kembali ke rekening habis pulsa udh k buat telp call center berkali msh gak ada dana masuk,1,negative
udah ngajuin pinjaman sebesar malah ga masuk masuk masi disuru tunggu proses nya aja padahal udah × jam nunggu tapi hasil nya masi menunggu proses terusss apk gajelas iklan nya menit lansung cair halah eek kuda,1,negative
parah bnget ini mah apk nya eror setelah di update dan tanpa solusi penyelesaian bagi nasabah mana saldo ada yg kesave di dalam lagi aduh tolong developer nya ini gimana ini buat apk perbankan tapi kurang bertanggung jawab dalam memaksimal kan kenyamanan nasabah kacau,1,negative
ga aplikasi nya ga pelayanan nya buruk bangeeeeet x transfer pake layanan bi fast di aplikasinya berhasil tapi direkening lain sama sekali ga masuk sekarang juga mau top up dana ga bisa huh capek banget pake ini baaaank ga jelas pelayanan sangat sangat lambat dan buruk banget,1,negative
di device saya aplikasi line bank sering sekali mengalami bug saat ingin top up ewallet hingga tidak bisa melakukan top up ke ewallet tolong segera diperbaiki masalah ini karena sangat menganggu bug nya,4,positive
gak jelas udah daftar berulang kali udah kasih data sesuai dengan ktp udah vc dengan ktp depan belakang tapi dibilang gak sesuai sengaja daftar online biar gampang dan gak harus keluar rumah udah nanya gak sesuai nya darimana malah disuruh ke kantor sistem nya gimana coba bisa gak sesuai padahal kan pakai nik dan udah foto ktp dan vc tapi dibilang gak sesuai hadeuh baru kali ini di ribetin dan sistem yg gak jelas dibeberapa bank saya isi data yg sama tapi gak seperti ini aman² aja,1,negative
buka rekeningpengajuan ditanggal juni dateng kartunya ditanggal agustus ya mana bisa dipake transaksi offline maupun online pastinya karena kartunya belom ditangan kacau amat pelayanan dan kinerjanya berbeda jauh sama blue bank digital punya bank bca pengajuan buka rekening ga sampe x jam udah jadi rekeningnya padahal samasama mengusung bank digital juga untuk anak muda tapi kalah telak service untuk nasabahnya hadeh payah tolong ditingkatkan lagi dong servicenya halo,1,negative
bintang ini bukan karena jelek aplikasi nya hanya prosedur pendaftaran yg menurut saya agak harus extra extra yg saya maksd disini pendaftran sudah online saat verifikasi harus mendatangi secara visik ke bank nya langsung yg menurut saya ini bukan lah bank digital yang mana proses nya harus demikian klo mau jargonnya bank digital ya serba digital seperti blu jago dbs kalo kalian calon nasabah mau jadi bagian disini ya itu yang akan kalian hadapi,3,neutral
saya ingin membuat tabungan di aplikasi ini selalu gagal ketika foto wajah selalu gagal sudah berulang kali gagal padahal sudah mencoba dengan hp yang berbeda tapi tetap saja selalu gagal verifikasi wajahapa yang salah yhp saya atau aplikasi ini bikin tabungan saja sulit di verifikasi wajah apalagi bila pengajuan kta atau pinjaman pasti tambah sulit nya bacaan ketika verifikasi wajah gagal fr active liveness didnt pass please try again itu yang muncul bila verifikasi wjh,1,negative
isi walet saldo sudah kepotong tapi tidak masuk ke walet hubungi cs online malah diarahkan ke email sampe sekarang belom kaga bisa minta riwayat tx tetapi pas di buka riwayat nya sistem sibuk gak lagi pake ini bank not recomended,1,negative
so far so good pendaftaran ny gampang gk ribet dan gak lama paling cuman menit kartunya debit cuman hari kerja udah sampe rmh langsung aktivasi gk ada masalah sih sejauh ini apalagi udh dapet bonus ny mantap yg paling enak itu gk ada biaya admin bulanan transfer antar bank tarik tunai d atm manapun dan itu semua gk ada batasan klo yg d sebelah masih ad batasan ny ya paling batasan uang yg dipunya aja sih,5,positive
saya bayar tagihan lupa nominal yang saya masukan kurang kena denda rb dong yaallah cari uang susahnya setengah mati ada solusi kah min tolong banget jangan coba deh pinjem disini memang iya limit besar tapi besar juga dendanya hampir separo cicilan,1,negative
pembayaran dengan metode qris sangat tidak di anjurkan hindari promo promo line bank jangan mau jadi nasabah saya kehilangan uang hampir rb dari kali transaksi gagal uang gak balik nanya sana sini hasil nya zonkbahkan sampe ke kantor cabang nya hana bolak balik saling menyalahkan aplikasi lah bank nya lah ìnti nya bank ini paling tidak kompeten di bidang nya lebih baik hapus akun pindah bank lain yang bisa di percaya,1,negative
limit kredit udah bayar bnr tp ga bisa digunain lagicuma bs wkt awal az payaah cm buat mencapai target org buka rek barusekarang buka diaplikasi ga bisa otp hp n email udah ft ktp juga udah paswd bnr jelas itu saya parah ini linebank,1,negative
udah hari dari pembukaan rekening untuk pengajuan kta tapi belom ada konfirmasi juga bisa atau engga nya liat komenan ada yg sampai hari tolong dong line bank klo memeang tidak bisa jangan ngasih harapan buat nasabahnya klo ujungnya sulit proses,2,negative
bagus verifikasi so fastuntuk fitur masih minim tapi okelah untuk awalnya sayang di batam belum bisa dapat debit cardnya padahal pengen banget cony cardnya 😁😁 padahal gua daftar karena ngincer debit cardnya cuttee,5,positive
cocok buat yang mau punya bank tapi cari yang ga ada biaya admin per bulan pembuatan kartu debit gratis selama bulan pake enak² aja bank ini untuk tarik tunai cuman untuk setor tunai di kota ku ga ada atm hana bankline bank jadinya pake rek lain baru tf ke rek line bank kerja kali jadinya untuk sidik jari saat login aplikasi kurang responsif so far lainnya udah bagus bgt plis pertahanin gratis tarik tunai transfer dan biaya admin nya ya min,5,positive
agak susah mau daftar tapi skrng udah bisa agak ribet krn keyboard di acaktapi skrng sangat membantu bgt line bank ini semoga amanah ya line bank bener free biaya transfer dan tarik tunai dimana pun sukses trus line bank smg free biaya admin terus hehee,5,positive
katanya gratis tapi tarik tunai di atm bca kena admin padahal kuota gratisnya masih ada hadehh padahal sama in aja kuota transfer sm tarik tunai untuk gratis admin karena gak semudah itu cari atm line bank sebelumnya line bank sangat membantu tp baru ini bikin kcewa,1,negative
saya kasih bintang satukarena saya sdh di tipu oleh hanabanksaya sudah memenuhi syarattp saya tdk pernah mendapatkan cashback apapuntelp cs jawaban gag memuaskansaya gag nyangka bank hana ternyata sarang penipusaya sdh email jg bukti bukti transfer dan transaksidi mana saldo awal sampe saldo akhir tertera jelas di situbiat yg belum downlodmending pikir lagi dari pada di php incari nasabah menghalalkan segala cara,1,negative
bank yang cukup aneh saya ikut program pembukaan rekening sudah semua hadiahnya saya terima tapi kartu debet saya malah statusnya masih proses cetak kata cs wa di tunggu saja sesuai sla sudah lewat sla hanya bisa minta maaf dan suruh tunggu aneh nggak sih di jaman skrng kartu atm aja sudah mau bulan kalender statusnya masih cetak mungkin cetaknya di planet lain kali yah,2,negative
semakin jauh bukan semakin bagus tetapi semakin buruk awalnya iya semua serba gratis tanpa biaya apapun pengguna lainya temanteman saya pada komplain ke saya karena saya yang merekomendasikan mereka untuk menggunakan line bank yang tadinya semua transaksi tanpa biaya sekarang di batasi bulan untuk transaksi gratis sekarang para pengusaha kecil kecewa dan tidak ada perbedaannya menggunakan bca mobile jangan biarkan nasabah anda semua pergi pak terima kasih,1,negative
selama pakai alhamdulillah terbantu sih cs jg respon cepat penarikan free di atm lain transaksi mbanking jg free jangan keseringan minta update aja min kuota nya bayar ini ga gratis klo update ada pembaruan ga masalah ini pembaruan seminggu x hadeuhhh,4,positive
gini aja ya buat penjelasan sedikit kartu debit sudah keterima tetapi untuk ngaktifin kartu nya aja ga bisa jadi buat apa dikirim kartu sedangkan ngaktifin aja ga bisa udah minggu loh sampe sekarang dari keterima kartu ga ada notif aktifin kartuny,1,negative
jam sore lewat menit kmren ke unit cabang hana bank dilampung sebenernya udah lewat jam op tp cs nya baik dan ramah mau membantu pembuatan line bank trs katanya pencetakan kartu sampai ke pengiriman itu membutuhkan waktu kurang lebih hr krja tp alhamdulillah br hari udah sampai lampung dr jakarta pusat dan bner aplikasi line bank jg sngt bagus semua notif transaksi jelas dan waw kuota x gratis admin untuk transfer ke bank lain waw tingkatkan terus ya pelayanannya terimakasih,5,positive
jangan download apk ini kalo kalian ga mau kaya saya saya ga ada refund uang ini sudah hari chat respon ga jelas emailga jelas kapan tau refund ga jelas kekurangan line bank yang sampai saat ini menjengkelkan tidak ada respon perbaikan sering eror dan refund uang lama ke akun kita transfer susah masuknya transferan sudah dinyatakan gagal tapi memotong saldo dan dana tidak masuk respon cs bertele tele sekian,1,negative
untuk peningkatan aplikasi sepertinya harus ditambahkan cara top up saldo line bank aka hanaproses pendaftaran awal agak rumit tidak satu sesisaat verif video petugas offcamtidak respect terhadap nasabah,4,positive
bingung kenapa orang orang ngasih ratingnya buruk padahal line bank sebaguss itu bisa tarik tunai di atm manapun tanpa biaya admin itu udah keren bangett ngebantu bangettt ditambah kalo top up pulsa ataupun listrik gak ada admin dan perbulan nya juga gada biaya admin kaya bank lain sering dapet cashback dan itu beneran dan kartu atm nya lucu banget banyak pilihannya ini review jujur banget setelah setahun lebih pake dan ngebantu banget buat akuhh makasiih line bank cintaahh polll💕💕,5,positive
saya sangat kecewa dengan pelayanan line bank udah berulang kali daftar padahal data sangar benar tetap aja gagal jujur beda dengan bank lain ini bank sangat membuat saya kecewa mendaftarkan nya sangat sulit selalu gagal kalian jangan dwonload apk ini buang buang waktu saja 🔥🔥🔥🔥🔥🔥🔥🔥🔥,1,negative
kecewa banget sama line bank kartu udah bulan tidak dikirim² minta ganti alamat kirim ke alamat domisili malah dikirim ke alamat yang lama padal udah minta kirim kali dan hasilnya nihil sampek pulsa habis rb juga gaada kejelasan sama sekali bilangnya udah sampek di kota domisili ku eh ternyata malah di alamat yang lama bener kata orang² kartunya gak kira dikirim kecewa banget👎👎👎👎👎👎👎👎,1,negative
saya sudah lama pake line bank dan saya sebagai pengguna yang selalu kirim uang dalam jumlah kecil maupun besar setiap hari sedikit kecewa karna ada nya biaya admin untuk transaksi transfer bank line bank emg udah okay tpi dengan ada nya fee transfer lebih baik saya mundur cari bank yang lebih okay kalau bisa gratis unlimited lgi karna bagi saya sangat rugi sekali kalau misalnya adanya fee admin tiap hari saya selalu tf ke bank laiinnya makasih line bank sudah nemani hari hari ku ini🙏,5,positive
pengen buat acc line bank biar dana gak nyampur apa daya gagal daftar disuruh cek dukcapil mager bet pake data yg sama buat buka seabank neo bibit makmur ajaib gak ada masalah uninstall cari bank digital lain aja,1,negative
sempat ada tragedi duit ngga keluar dari atm tapi nominal terkurangi ntah masalah di kartu atau di atm nya karna kalo lihat yg lain ambil duit cash di atm yg aku pake itu lancar aja akhirny ngadu ke call center dan di tuntun hingga dibuatkan laporan alhamdulillah uang sudah kembali dalam jangka waktu hari pelayanan yang sabar dan baik terimakasih makin sayank pake line bank🥰🥰,5,positive
tertarik install gara review sama promo di webtoon minat banget sama kartu debit nya yg gak ada biaya admin tapi fakta nya udah hampir bulan kartu debit nya gak dikirim padahal yg aku butuh in tuh kartunya,2,negative
mohon maav aplikasi terlalu bnyk bertele² udah daftar di awal ujung² nya harus buka sandi baru tolong hapus data sayaklu ada yg mengatas namakn saya aisyah berarti itu data saya di salah gunakansaya langsung kluar dan langsung unstall aplikasi nya,1,negative
aneh sekali pengiriman kartu nya saya bikin kartu debit dari tgl desember sampe skarang belum di terima dulu ada kurir nelvn mau nganter kartu katanya tanggung jauh cuman ngirim dan di kasih ke jnt sampe skarang ga ada kabar lagi harus nya pihak line bank tegas sama kurir seperti itu udah tugasnya nganter tapi gak nyampe penerima,5,positive
mbanking saya hingga saat ini tidak bisa di gunakan sudah hari sedang terjadi kendala tekhnis coba lagi nanti kejadian setelah pembaharuan ke versi hingga saat ini tolong di perbaiki masalahnya ada uangnya di situ terima kasih,2,negative
buka tanggal juli kartu di kirim tgl agustus kena return karena over sla dari pihak kurir ncs akhirnya minta pengiriman ulang dan di buatkan no pelaporan dan alhamdulillah hari ini sampe tolong juga untuk line bank di tambahkan opsi no handphone pada pengiriman kartu debitnya biar memudahkan kurir mengirimkan kartu ke nasabah mengurangi return kartu kepusat karena alasan alamat tidak jelas,5,positive
cepet sih transfer pun enak tanpa biaya admin ke bank lain pun tapi tolong ya saya telah mengajukan percetakan cukup lama ya tetapi pada proses pengiriman tertunda dan informasi pengiriman nya nama tidak dikenal ncs kemanggisan processing center maaf ya kenapa padahal sudah jelas di situ alamat saya,5,positive
sekarang line bank parah sy berusaha ajak teman buka rekening tapi sy dan lainnya sampai sekarang tidak mendapatkan kartu debitnya ini kesalahan line bank atau kurirnya tau tau ada pesan penerima menolak kiriman line bank padahal kami gabpernah menerima apapun dirumah pun selalu ada orang,2,negative
dari sekian banyak bank digital hanya line bank yang saya sukai karena biaya tarik tunai atm gratis di mesin atm manapun bebas biaya administrasi bulananbebas biaya transfer ke bank manapun maka saya berharap line bank kedepannya terus menerapkan layanan gratis itu ada masukkan dari saya jangan sampai ada gangguan jaringan atm kartu debit tolong tambahkan fitur pembelian paket data semua provider jgn cuma pulsa,5,positive
ngakakkkk wkwkwkwkw kocak neh aplikasi aplikasi berharap nasabah buka rekening line bank🤣🤣 caranya buka aplikasi pinjaman jangan ada yg dowload ya aplikasi ini cm kumpulin data nasabah aja ujungujungnya pasti pengajuan pinjaman pasti di tolak mimpiiiii langsung uninstall lah,1,negative
kasih bintang satu dulu klau bisa input saldo pakai virtual account jadi bebas biaya kayak aplikasi yg lainklau masukin saldo knapa biaya nasabah akan mikir panjang mohon dipertimbangkan,1,negative
saya udah coba bikin line bank udah transaksi juga di line bank apah say ngajuin gak ada hasil di tolakbuat apah di bikin kredit limit klo di tolak trus buat apah di acc kartu debit klo pengajuan di tolak juga buang kuota sama limit ajah padahal saya udah transaksi udah naro uang juga di line bank saya pikir pinjaman cepat ternyata ahhhhh gak usah bikin ajah lah line bank ini percuma bohong semua,1,negative
saran dong buat line bank supaya dibuatkan fitur chat dengan cs di aplikasi line banknya seperti kebanyakan banking lainnya agar kami nasabah mudah jika ada yang ingin di tanyakan dan merasa lebih aman jika ada kendala terima kasih 😊,5,positive
banyak kendala soal masalah transfer saya transfer dari gopay ke line bank transaksi di gopay sudah berhasil akan tetapi line bank belum menerima saldo sudah kali saya mengalami hal kaya gini untuk orang² yang pakai line bank harap hati²,1,negative
apknya ringan dan mudah dipahami kalau ada apa apa tinggal buka line saja cuman sayangnya kok belum ada tabungan seperti deposito sementara yg lagi viral seperti punya sebelah ya dan lagi kartu debitnya kok belum bisa dikirim keluar jawa ya tolong dong sediakan kartu debit setidaknya kartu debit online kalau yg fisik belum bisa dikirim,5,positive
akun saya kok ga bisa masuk masuk udh pengubahan kata sandi tapi tetep ga bisa masuk dibilang tidak wajar ini gimana sih kacau sampai foto berkali kali reset pasword jg udah giliran masuk pakai login password baru ga bisa bisa,1,negative
alhamdulillah rekening tabungan line bank sudah aktif beserta kartu atm nya saya mengajukan pinjaman namun pengajuan pinjaman saya ditolak beda dengan pinjaman di bank syariah masuk berkas online ferifikasi wajah siang hari sudah bisa dapat pinjaman sampai juta akhirnya saya hanya pergunakan line bank sebagai rekening tabungan penampungan uang transaksi saya untuk pembayaran pinjaman di bank syariah,5,positive
penipuan stelah daftar tidak dapat bonus daftarnya mereka hanya ingin mendapatkan keuntungan dari unduhan dan data diri yang dimasukkan jadi komsumsi mereka,1,negative
gatau lagi harus bilang apaa bener secinta itu sama line bank sampe ngerekomendasiin ke temen cocok buat aku yg belum punya penghasilan tapi mau nabung atau naro uang di atm tapi gamau kena admin xixi walaupun ada batasan transaksi tapi gapapa bgtt sarannya adain no referensi transaksi yaa terima kasih,5,positive
sebelumnya mau melaporkan bahwa hari ini senin agustus pukul saya melakukan transaksi tarik tunai di salah satu atm bni di daerah prambon nganjuksebesar ribu rupiah tapi kebetulan kartu saya line bank yang bisa tarik tunai dimana saja lalu entah kenapa waktu saya sudah menuliskan nominal uang saya tidak keluar malah kartu saya yang keluar dan ada tulisan transaksi gagal tapi waktu di cek mutasi rekening line bank uang sudah keluar tapi uang tidak keluarmohon dibantu,2,negative
bagus cuma kartu debit di daftarin di pembayaran olshop seperti shopee tokped dll di coba di tolak terus padahal kartu debit sudah di aktif in setelah kartu debit sampai tolong min,3,neutral
aplikasinya g jelas mau daftar aja otpnya g masuk udah clear cache dll tapi cs g bisa memberikan solusi yang baik seharusnya mampu berkordinasi dengan pihak developer agar jawaban tidak terkesan template dan masalah dapat terselesaikan dengan baik,2,negative
ini kenapa kartu saya ga bisa di aktifasi saya sudah menerima kartu debit namun keterangan di aplikasi masih saja dalam proses pencetakan kalau gini terus mana bisa dipake tolong lah saya mau pakai kartu saya respon admin di whatsapp juga kurang bagus malah disuruh telfon ke nomor cs yang lain apa ga bisa gitu langsung lewat whatsapp tolong di benahi dong jangan cuma update yang ga penting hal minor gitu juga harus di perhatikan walaupun terkesan kecil namun itu jadi nilai negatif,5,positive
makin sini tampilan aplikasi makin bagus semoga ga ada eror lagi soalnya sempat transaksi ke bank lain tapi uangnya ga masuk dan sudah dikurangi untungnya jumlahnya kecil jadi di ikhlaskan aja haha,4,positive
pendaftarannya mudah dan cepat sudah dpt promonya juga cashback rp semoga kedepannya pengiriman kartu debit ke luar daerah bisa juga terima kasih line bank 👍,5,positive
gak jelas baru juga minjem sekali bayar sesuai jatuh tempo eehh ngajyin lagi gak bisa dapet email dapet sms klo gua terpilih untuk mlakukan pinjaman kembali zooonk klo emang gak mau ngasih gak usah kirim notif buat pinjeman lg pake sgala bahasa terpilihttt,1,negative
diminta buka tabungan tapi pas udh isi semuanya udh verifikasi juga muncul notif maaf rekening line bank anda belum terbentuk silahkan periksa data anda di dukcapil aneh sekali padahal buka mandiri aja aman,1,negative
lelet bgtttttt ihhhhhhh padahal pengen bikin rekening bank yang unyu malah gak bisa sinyal bagus aja aplikasinya error 😤😤😤😤😤😤 kalau dah bisa buka rekening saya kasih bintang lima 😒,3,neutral
kenapa setalah di perbaharui saya jadi ga bisa login ke akun saya sendiri dgn tulisan akun tidak di temukan padahal saya sudah ada kartu debit line bank nya sebelum nya lancar lancar saja,1,negative
termadep lah line bank semoga untuk kedepannya aplikasi line bank bisa menambah fitur fitur baruu dan smga untuk seterusnya bisa tanpa biaya admin juga wkwk,5,positive
aplikasi terburuk habis topup saldo langsung tidak bisa login terjadi kendala teknis layanan sementara coba lagi nanti sudah hari gimana sih saldo saya gimana,1,negative
line bank kenapa sihsaya mau transfer gabisa terussssaldo saya ngendap disinipadahal rekening saya sudah aktif tapi gabisa terusssno call centernya gabisa saya telponknapq sihuang saya gabisa dikemana manain sekaranggtolongggg bangett bantudiedit lgi hihiternyata saya yg gaptek😁maaf yaa,5,positive
sudah sangat puas sih sebenarnya dengan fitrah fitur yang disediakan line bank sangat sangat puas namun dapat kabar email bahwa mulai april kegiatan transaksi apapun di dalamnya akan di limit hingga kali perbulan memang bukan hak kami para konsumen sih tapi agak sedikit kecewa aja sih hehe tapi gapapa semangatt,4,positive
hallo min saya udah nelpon x kepihak line bank jawabannya sama mulu hari kerja pada di keterangan di apk hk kenapa tidak bisa dipercepat untuk refund uangnya jangan sampe ditahan gtu dong minn aku juga udah nanya pihak olshop katanya harus nanya ke pihak bank nya sudah tapi nunggu hari kerja mulu dari kemarin udah bikin x laporan kecewa banget sumpah min untuk refund uangnya lama banget kita juga butuh uangnya buat kebutuhan min kalau bisa dipercepat untuk refund uangnya,1,negative
buruk banget lama kelamaan tranfer dari line bank ke bank lain tapi belum masuk juga udah laporan suruh tunggu × jam dan hari ke kalo belum masuk juga suruh nelpon ke kantor pusat kecewa sama pelayanannya biasanya bank lain selalu minta nomor yang dapat dihubungin untuk menghubungi kita saat ada kendala seperti ini kecewa banget,1,negative
apk ga jelas uda isi form x masih gagal aja buat rekening padahal data yg ditulis sudah sesuai dengan ktp tapi masih terus gagalmending ga usah download apk konyol kek gini,1,negative
sudah mau sebulan kartu ga smpega ada tanggung jawabnya juga baik dari pihak line bankhana bank buat konfirmasitolong hapus data saya dan rekening sayaga ada fungsinya juga kalo buka rekening tapi debitcardnya ga di kirim kirim,1,negative
daftar dari juni kartu debit gak datang pas di cek di aplikasi pengiriman tertunda terus di bawah nya ada tulisan rumah kosong jelas di rumah banyak orang dan hal hasil kartu di kembalikan lagi ke pusat bener kecewa,1,negative
baru dowload terus daftar baru mau coba pake fasilitas eh langsung bermasalah pemeliharaan sistem gk bisa beroprasi aplikasinya desember waduhh bikin nasabah kecewa kalo gini mah bikin nasabah takut kalo kedepanya aplikasi bermasalah tolong di perbaiki lebih baik lagi,1,negative
until pendaftaran buka rekening sih oke simple dan cepat tapi ini kok untuk pengriman kartu harus makan waktu berapa lama ini sudah bulan kartu nya belum saya terima 🤦 kalo gini respon nya auto pindah,2,negative
transaksiku dari topup dan transfer yang secepat kilatsatu hal untuk tarik tunai tanpa kartu diharapkan bisa di atm berlogo link dan atm bersama sehingga line bank menjadi is the best bagi saya,4,positive
